survey_id,company_id,customer_id,survey_date,satisfaction_score,preferred_feature,purchase_factor,improvement_area,would_recommend
SRV000036,C002,CUST00440,2025-07-07,3.0,Better software,Brand reputation,Software,No
SRV007406,C008,CUST05088,2025-07-08,,Lower price,Brand reputation,Software,Yes
SRV026973,C008,CUST00354,2025-07-08,1.0,More smart features,Price,Performance,No
SRV005971,C010,CUST02917,2025-07-08,1.0,Improved comfort,Quality,Customer support,No
SRV012693,C006,CUST07426,2025-07-08,,Better software,Features,Software,Yes
SRV016634,C009,CUST03562,2025-07-08,,Better design,Design,Durability,Yes
SRV003956,C007,CUST01405,2025-07-08,1.0,Improved comfort,Design,Comfort,No
SRV005974,C003,CUST00979,2025-07-08,,More smart features,Durability,Performance,Yes
SRV001380,C009,CUST05017,2025-07-08,,Longer battery life,Durability,Comfort,No
SRV013458,C009,CUST08710,2025-07-08,,Lower price,Quality,Durability,Yes
SRV028955,C004,CUST07619,2025-07-08,1.0,More smart features,Brand reputation,Battery life,No
SRV028959,C010,CUST04614,2025-07-08,,Lower price,Brand reputation,Software,Yes
SRV020152,C003,CUST00168,2025-07-08,,Improved comfort,Quality,Software,Yes
SRV014399,C007,CUST03551,2025-07-08,4.0,Better software,Design,Performance,No
SRV020954,C008,CUST04113,2025-07-08,5.0,Improved durability,Durability,Battery life,No
SRV026063,C006,CUST04702,2025-07-08,,Improved durability,Performance,Software,Yes
SRV000689,C005,CUST09065,2025-07-08,3.0,Better performance,Brand reputation,Design,No
SRV000421,C010,CUST05546,2025-07-08,,Better software,Quality,Battery life,Yes
SRV000585,C003,CUST09632,2025-07-08,3.0,Improved comfort,Features,Comfort,No
SRV024308,C006,CUST08054,2025-07-08,5.0,Longer battery life,Customer reviews,Performance,No
SRV007760,C006,CUST05410,2025-07-08,,Longer battery life,Performance,Software,Yes
SRV024509,C008,CUST01864,2025-07-08,,Lower price,Durability,Software,No
SRV010541,C007,CUST09524,2025-07-08,3.0,Improved durability,Features,Software,No
SRV014865,C009,CUST01429,2025-07-08,,Improved durability,Design,Software,Yes
SRV024608,C006,CUST05545,2025-07-08,,Improved durability,Features,Design,Yes
SRV019261,C004,CUST06761,2025-07-08,,Longer battery life,Customer reviews,Design,Yes
SRV017408,C008,CUST02794,2025-07-08,,Improved durability,Brand reputation,Comfort,Yes
SRV012938,C009,CUST03562,2025-07-08,1.0,Better performance,Durability,Design,No
SRV012541,C004,CUST01825,2025-07-09,2.0,Better software,Customer reviews,Price,No
SRV019710,C001,CUST03433,2025-07-09,2.0,More smart features,Price,Software,No
SRV002891,C009,CUST06663,2025-07-09,1.0,Improved durability,Durability,Durability,No
SRV002676,C006,CUST04704,2025-07-09,4.0,Better software,Price,Durability,No
SRV026831,C001,CUST02380,2025-07-09,,More smart features,Features,Price,Yes
SRV017157,C006,CUST03673,2025-07-09,3.0,Improved durability,Design,Performance,No
SRV003139,C010,CUST03582,2025-07-09,3.0,Lower price,Durability,Comfort,No
SRV015384,C006,CUST01661,2025-07-09,,Lower price,Quality,Customer support,Yes
SRV021391,C007,CUST01666,2025-07-09,,Lower price,Brand reputation,Software,Yes
SRV012297,C006,CUST08883,2025-07-09,1.0,Improved durability,Performance,Comfort,No
SRV005640,C004,CUST09767,2025-07-09,,Better performance,Features,Customer support,Yes
SRV015718,C009,CUST03589,2025-07-09,,More smart features,Price,Comfort,Yes
SRV015145,C003,CUST02716,2025-07-09,,Better design,Price,Durability,Yes
SRV008111,C004,CUST01776,2025-07-09,,More smart features,Performance,Design,No
SRV001735,C008,CUST02418,2025-07-09,,Better performance,Price,Comfort,Yes
SRV027128,C003,CUST04475,2025-07-09,,Better design,Design,Durability,Yes
SRV026295,C008,CUST05094,2025-07-09,1.0,Longer battery life,Quality,Battery life,No
SRV017710,C004,CUST03780,2025-07-09,,Improved durability,Customer reviews,Comfort,Yes
SRV001884,C007,CUST03981,2025-07-09,,Improved comfort,Features,Comfort,Yes
SRV029416,C004,CUST02836,2025-07-09,2.0,Longer battery life,Customer reviews,Customer support,No
SRV002758,C008,CUST09516,2025-07-09,4.0,Improved comfort,Price,Performance,No
SRV006436,C004,CUST00802,2025-07-09,,Lower price,Design,Battery life,Yes
SRV013845,C006,CUST04018,2025-07-09,,Better performance,Features,Software,Yes
SRV019870,C009,CUST07804,2025-07-09,1.0,Longer battery life,Design,Software,No
SRV024143,C009,CUST01746,2025-07-09,5.0,Better design,Brand reputation,Performance,No
SRV001281,C007,CUST00477,2025-07-09,,Better design,Features,Software,Yes
SRV020107,C006,CUST03716,2025-07-09,3.0,Improved comfort,Quality,Software,No
SRV006225,C003,CUST06144,2025-07-09,4.0,Better performance,Brand reputation,Customer support,No
SRV008314,C002,CUST07341,2025-07-10,5.0,More smart features,Features,Performance,No
SRV028379,C002,CUST09565,2025-07-10,3.0,More smart features,Customer reviews,Durability,No
SRV013600,C010,CUST03087,2025-07-10,5.0,Lower price,Durability,Durability,No
SRV005900,C009,CUST00356,2025-07-10,,Better performance,Durability,Customer support,Yes
SRV022815,C003,CUST00576,2025-07-10,,Longer battery life,Brand reputation,Price,No
SRV016553,C001,CUST05973,2025-07-10,,Longer battery life,Design,Performance,Yes
SRV004202,C010,CUST07455,2025-07-10,5.0,Longer battery life,Brand reputation,Design,No
SRV006288,C003,CUST00894,2025-07-10,,More smart features,Customer reviews,Durability,Yes
SRV018791,C004,CUST04188,2025-07-10,,Improved comfort,Performance,Battery life,Yes
SRV018570,C010,CUST01789,2025-07-10,,Better performance,Price,Durability,Yes
SRV012724,C004,CUST08721,2025-07-10,2.0,Improved durability,Price,Design,No
SRV010392,C009,CUST08248,2025-07-10,,Better performance,Durability,Battery life,Yes
SRV024866,C007,CUST06410,2025-07-10,2.0,Longer battery life,Design,Design,No
SRV003373,C007,CUST09173,2025-07-10,5.0,Better performance,Durability,Comfort,No
SRV022240,C009,CUST01675,2025-07-10,3.0,Improved comfort,Quality,Performance,No
SRV029739,C009,CUST00381,2025-07-10,,Improved comfort,Durability,Battery life,Yes
SRV001337,C010,CUST07663,2025-07-10,,Improved comfort,Performance,Performance,Yes
SRV007110,C003,CUST04693,2025-07-10,,Longer battery life,Performance,Comfort,Yes
SRV002749,C002,CUST01840,2025-07-10,4.0,Better performance,Performance,Comfort,No
SRV015711,C006,CUST06002,2025-07-10,4.0,Improved durability,Features,Comfort,No
SRV023720,C010,CUST06011,2025-07-10,3.0,More smart features,Quality,Price,No
SRV010188,C002,CUST05279,2025-07-10,2.0,Lower price,Brand reputation,Battery life,No
SRV011750,C009,CUST01720,2025-07-10,,Better performance,Design,Performance,Yes
SRV011864,C005,CUST09986,2025-07-10,,Improved durability,Price,Battery life,Yes
SRV014804,C010,CUST09883,2025-07-10,,Improved durability,Customer reviews,Durability,Yes
SRV004714,C005,CUST05076,2025-07-10,,Lower price,Customer reviews,Battery life,Yes
SRV012806,C008,CUST04174,2025-07-10,,Improved durability,Performance,Price,Yes
SRV013000,C003,CUST03315,2025-07-10,5.0,Better design,Customer reviews,Price,No
SRV021842,C010,CUST03995,2025-07-10,4.0,Longer battery life,Design,Performance,No
SRV012791,C009,CUST02443,2025-07-10,4.0,More smart features,Features,Durability,No
SRV021198,C006,CUST02270,2025-07-10,,Better software,Price,Customer support,Yes
SRV004925,C003,CUST05208,2025-07-10,4.0,Longer battery life,Performance,Design,No
SRV007268,C006,CUST08883,2025-07-11,3.0,Longer battery life,Performance,Customer support,No
SRV009748,C008,CUST02007,2025-07-11,1.0,Better software,Durability,Design,No
SRV026793,C003,CUST08183,2025-07-11,2.0,Better performance,Design,Durability,No
SRV026681,C002,CUST03417,2025-07-11,,Better performance,Customer reviews,Software,Yes
SRV029447,C005,CUST09024,2025-07-11,2.0,Better software,Design,Durability,No
SRV017891,C002,CUST07762,2025-07-11,,Better design,Brand reputation,Battery life,No
SRV017315,C002,CUST07915,2025-07-11,1.0,Better design,Customer reviews,Performance,No
SRV018973,C004,CUST00307,2025-07-11,,Longer battery life,Features,Software,Yes
SRV017373,C005,CUST02396,2025-07-11,1.0,Lower price,Brand reputation,Customer support,No
SRV025103,C005,CUST01244,2025-07-11,5.0,Better performance,Durability,Price,No
SRV025747,C002,CUST04060,2025-07-11,1.0,Longer battery life,Features,Comfort,No
SRV000674,C008,CUST00476,2025-07-11,,Improved comfort,Customer reviews,Battery life,Yes
SRV015425,C007,CUST08118,2025-07-11,,Better design,Performance,Design,Yes
SRV010807,C002,CUST01863,2025-07-11,,More smart features,Design,Comfort,Yes
SRV026485,C005,CUST08152,2025-07-11,,Improved comfort,Features,Comfort,Yes
SRV010116,C007,CUST02990,2025-07-11,,Improved comfort,Price,Battery life,Yes
SRV029888,C010,CUST05845,2025-07-11,,More smart features,Design,Design,Yes
SRV027886,C008,CUST07983,2025-07-11,,Improved durability,Performance,Design,Yes
SRV003792,C008,CUST09163,2025-07-11,1.0,Improved durability,Customer reviews,Customer support,No
SRV016752,C001,CUST01252,2025-07-11,,Better design,Price,Price,Yes
SRV028580,C003,CUST00428,2025-07-11,4.0,Longer battery life,Performance,Customer support,No
SRV012787,C004,CUST01530,2025-07-11,3.0,Better design,Performance,Price,No
SRV014103,C004,CUST05182,2025-07-11,,Better performance,Features,Price,Yes
SRV011357,C009,CUST03052,2025-07-11,3.0,More smart features,Features,Comfort,No
SRV004106,C002,CUST01899,2025-07-11,,Improved durability,Price,Price,Yes
SRV001058,C004,CUST09211,2025-07-11,,Better design,Brand reputation,Battery life,Yes
SRV023516,C010,CUST01729,2025-07-11,,Better software,Performance,Software,Yes
SRV017440,C007,CUST04115,2025-07-11,2.0,Better software,Design,Software,No
SRV013858,C003,CUST08437,2025-07-11,5.0,Improved comfort,Price,Customer support,No
SRV025545,C008,CUST09540,2025-07-11,5.0,Better performance,Performance,Software,No
SRV005750,C001,CUST02760,2025-07-11,4.0,Better performance,Design,Comfort,No
SRV014736,C008,CUST08398,2025-07-11,3.0,Better design,Quality,Comfort,No
SRV009789,C005,CUST05458,2025-07-11,5.0,Longer battery life,Price,Performance,No
SRV024462,C010,CUST03465,2025-07-12,3.0,Better design,Design,Comfort,No
SRV029226,C010,CUST00812,2025-07-12,,Lower price,Brand reputation,Software,Yes
SRV010561,C003,CUST09502,2025-07-12,,Better software,Performance,Price,Yes
SRV017031,C009,CUST02143,2025-07-12,5.0,Improved comfort,Design,Software,No
SRV008060,C007,CUST09965,2025-07-12,5.0,Lower price,Customer reviews,Software,No
SRV028097,C010,CUST02159,2025-07-12,,Lower price,Quality,Durability,Yes
SRV022397,C009,CUST08765,2025-07-12,,More smart features,Price,Performance,Yes
SRV022076,C009,CUST06503,2025-07-12,3.0,Improved comfort,Features,Comfort,No
SRV018824,C009,CUST05063,2025-07-12,,Better performance,Performance,Performance,Yes
SRV015957,C001,CUST05421,2025-07-12,5.0,More smart features,Quality,Comfort,No
SRV029913,C010,CUST01220,2025-07-12,,More smart features,Features,Durability,Yes
SRV001425,C005,CUST08675,2025-07-12,,Better software,Durability,Price,Yes
SRV025864,C006,CUST05518,2025-07-12,,Improved durability,Durability,Customer support,Yes
SRV008568,C007,CUST01190,2025-07-12,3.0,Lower price,Durability,Software,No
SRV014201,C003,CUST06070,2025-07-12,2.0,Better design,Price,Performance,No
SRV007371,C007,CUST09173,2025-07-12,,Better software,Price,Customer support,No
SRV008642,C008,CUST09603,2025-07-12,3.0,Better software,Customer reviews,Design,No
SRV011479,C005,CUST03904,2025-07-12,1.0,Lower price,Design,Price,No
SRV002686,C001,CUST06237,2025-07-13,,Better performance,Customer reviews,Performance,No
SRV019540,C003,CUST07930,2025-07-13,2.0,Lower price,Quality,Design,No
SRV011166,C002,CUST03543,2025-07-13,4.0,Better performance,Quality,Battery life,No
SRV004968,C002,CUST00311,2025-07-13,,Improved durability,Design,Price,No
SRV005229,C010,CUST05267,2025-07-13,5.0,Better performance,Quality,Performance,No
SRV016420,C008,CUST03010,2025-07-13,,Improved comfort,Durability,Performance,Yes
SRV001728,C007,CUST09928,2025-07-13,,Better design,Design,Design,Yes
SRV008010,C005,CUST01964,2025-07-13,2.0,Better performance,Price,Customer support,No
SRV005372,C004,CUST00429,2025-07-13,5.0,Lower price,Brand reputation,Price,No
SRV010526,C002,CUST03157,2025-07-13,1.0,Better design,Customer reviews,Customer support,No
SRV007868,C002,CUST04718,2025-07-13,,Improved durability,Performance,Price,No
SRV023610,C010,CUST05733,2025-07-13,,More smart features,Brand reputation,Performance,Yes
SRV015194,C003,CUST08382,2025-07-13,,Better performance,Price,Design,Yes
SRV004433,C003,CUST05447,2025-07-13,,Better software,Price,Design,Yes
SRV016054,C009,CUST04856,2025-07-13,,Lower price,Performance,Battery life,Yes
SRV009235,C005,CUST05980,2025-07-13,1.0,Better software,Design,Performance,No
SRV003955,C009,CUST05122,2025-07-13,,Longer battery life,Features,Durability,Yes
SRV012370,C004,CUST05086,2025-07-13,,Longer battery life,Features,Performance,No
SRV016499,C007,CUST00528,2025-07-13,3.0,Lower price,Features,Price,No
SRV021209,C006,CUST09434,2025-07-13,5.0,Better design,Durability,Performance,No
SRV014379,C007,CUST05291,2025-07-13,1.0,More smart features,Design,Performance,No
SRV011714,C004,CUST08815,2025-07-13,4.0,Better software,Design,Price,No
SRV011979,C004,CUST05191,2025-07-13,1.0,Improved comfort,Design,Performance,No
SRV003013,C002,CUST05093,2025-07-13,,Better software,Design,Performance,No
SRV012213,C002,CUST07762,2025-07-13,,Lower price,Quality,Customer support,Yes
SRV006015,C002,CUST00887,2025-07-14,4.0,Improved comfort,Brand reputation,Design,No
SRV028924,C008,CUST02418,2025-07-14,,Better performance,Quality,Performance,Yes
SRV017339,C003,CUST00576,2025-07-14,4.0,Better performance,Customer reviews,Customer support,No
SRV003961,C002,CUST00854,2025-07-14,,Better design,Performance,Software,Yes
SRV011298,C002,CUST07507,2025-07-14,,Longer battery life,Design,Performance,Yes
SRV025024,C010,CUST03211,2025-07-14,,Better software,Brand reputation,Durability,Yes
SRV011916,C002,CUST04967,2025-07-14,1.0,Lower price,Features,Performance,No
SRV017374,C005,CUST06710,2025-07-14,,Better performance,Quality,Design,Yes
SRV007666,C007,CUST05557,2025-07-14,1.0,Better software,Brand reputation,Price,No
SRV005648,C008,CUST02905,2025-07-14,2.0,Longer battery life,Price,Comfort,No
SRV026552,C005,CUST04107,2025-07-14,4.0,More smart features,Design,Performance,No
SRV013578,C010,CUST08823,2025-07-14,4.0,Better design,Brand reputation,Design,No
SRV008796,C010,CUST05845,2025-07-14,1.0,Longer battery life,Durability,Design,No
SRV027014,C008,CUST03590,2025-07-14,,Better design,Performance,Software,Yes
SRV008260,C001,CUST05884,2025-07-14,2.0,Improved comfort,Brand reputation,Customer support,No
SRV011741,C006,CUST06935,2025-07-14,1.0,Longer battery life,Durability,Performance,No
SRV027613,C006,CUST04542,2025-07-14,3.0,Lower price,Features,Price,No
SRV017706,C001,CUST09990,2025-07-14,,Better performance,Performance,Design,No
SRV001527,C007,CUST07670,2025-07-14,,Improved durability,Durability,Comfort,Yes
SRV007964,C009,CUST03730,2025-07-14,,Longer battery life,Price,Design,No
SRV014584,C005,CUST06593,2025-07-14,3.0,Longer battery life,Durability,Customer support,No
SRV023192,C007,CUST03442,2025-07-14,,Better design,Features,Performance,Yes
SRV002313,C004,CUST07686,2025-07-14,5.0,Lower price,Performance,Comfort,No
SRV020539,C009,CUST09436,2025-07-14,3.0,More smart features,Design,Customer support,No
SRV020114,C010,CUST09804,2025-07-14,1.0,Improved comfort,Customer reviews,Comfort,No
SRV029460,C010,CUST09038,2025-07-14,5.0,More smart features,Customer reviews,Price,No
SRV010213,C005,CUST01724,2025-07-14,,Improved comfort,Quality,Design,No
SRV013585,C003,CUST08401,2025-07-14,4.0,More smart features,Price,Design,No
SRV015852,C003,CUST04012,2025-07-15,5.0,Better performance,Brand reputation,Durability,No
SRV025666,C004,CUST00643,2025-07-15,4.0,Better design,Features,Customer support,No
SRV009536,C003,CUST02020,2025-07-15,4.0,More smart features,Quality,Durability,No
SRV012161,C006,CUST07535,2025-07-15,,Improved comfort,Performance,Performance,Yes
SRV010108,C003,CUST01834,2025-07-15,,More smart features,Design,Price,Yes
SRV020363,C007,CUST01367,2025-07-15,,More smart features,Brand reputation,Design,Yes
SRV024787,C006,CUST05336,2025-07-15,3.0,Longer battery life,Price,Comfort,No
SRV010443,C009,CUST02867,2025-07-15,5.0,More smart features,Durability,Price,No
SRV008345,C009,CUST09776,2025-07-15,4.0,Better design,Durability,Performance,No
SRV002259,C002,CUST09249,2025-07-15,,Better performance,Brand reputation,Durability,Yes
SRV022379,C008,CUST03756,2025-07-15,2.0,Lower price,Customer reviews,Software,No
SRV023526,C008,CUST06623,2025-07-15,,Lower price,Performance,Price,Yes
SRV002376,C008,CUST09131,2025-07-15,,Better software,Customer reviews,Price,Yes
SRV011500,C002,CUST05578,2025-07-15,5.0,Better performance,Price,Price,No
SRV008645,C006,CUST08691,2025-07-15,,Better software,Design,Customer support,No
SRV026024,C007,CUST04672,2025-07-15,2.0,Improved comfort,Design,Customer support,No
SRV018906,C004,CUST03867,2025-07-15,,Lower price,Price,Durability,No
SRV021077,C008,CUST04238,2025-07-15,4.0,Better software,Features,Comfort,No
SRV022297,C003,CUST01296,2025-07-15,,Better performance,Brand reputation,Design,Yes
SRV004212,C002,CUST06143,2025-07-15,,Better performance,Performance,Design,Yes
SRV000535,C008,CUST00030,2025-07-15,,Better design,Quality,Customer support,Yes
SRV008065,C003,CUST02132,2025-07-16,3.0,Longer battery life,Brand reputation,Comfort,No
SRV019028,C007,CUST06110,2025-07-16,,Lower price,Durability,Customer support,Yes
SRV008883,C007,CUST09302,2025-07-16,,Better software,Customer reviews,Design,Yes
SRV025616,C004,CUST06937,2025-07-16,,Improved durability,Durability,Design,No
SRV016504,C002,CUST02372,2025-07-16,,Better software,Design,Price,Yes
SRV008638,C004,CUST09982,2025-07-16,1.0,Improved durability,Features,Durability,No
SRV028056,C002,CUST09477,2025-07-16,4.0,Improved durability,Performance,Price,No
SRV028133,C007,CUST09068,2025-07-16,5.0,Improved durability,Durability,Design,No
SRV024623,C008,CUST07458,2025-07-16,,Improved comfort,Price,Battery life,Yes
SRV000528,C005,CUST03105,2025-07-16,5.0,Better design,Quality,Comfort,No
SRV006307,C004,CUST02320,2025-07-16,,Better design,Customer reviews,Performance,Yes
SRV013443,C003,CUST04075,2025-07-16,,Longer battery life,Design,Customer support,Yes
SRV024905,C002,CUST08834,2025-07-16,,Better performance,Quality,Performance,Yes
SRV012760,C004,CUST03945,2025-07-16,,Improved comfort,Price,Battery life,No
SRV019073,C003,CUST05632,2025-07-16,2.0,Lower price,Performance,Design,No
SRV009648,C009,CUST04638,2025-07-16,,Better design,Design,Battery life,Yes
SRV002842,C008,CUST04889,2025-07-16,5.0,Improved comfort,Durability,Durability,No
SRV028290,C006,CUST08718,2025-07-16,4.0,Lower price,Quality,Battery life,No
SRV015096,C009,CUST03303,2025-07-16,,Longer battery life,Design,Performance,Yes
SRV003907,C010,CUST00937,2025-07-16,,Improved comfort,Quality,Battery life,Yes
SRV025182,C006,CUST08864,2025-07-16,2.0,Lower price,Design,Price,No
SRV019632,C008,CUST06419,2025-07-16,,Improved durability,Quality,Battery life,Yes
SRV002764,C009,CUST02373,2025-07-16,3.0,Better design,Customer reviews,Durability,No
SRV024559,C007,CUST04749,2025-07-16,,Lower price,Durability,Software,Yes
SRV001254,C002,CUST09225,2025-07-16,,Improved comfort,Features,Battery life,No
SRV011981,C007,CUST04004,2025-07-16,,Better software,Brand reputation,Customer support,Yes
SRV020399,C010,CUST05921,2025-07-16,,Better design,Price,Price,No
SRV003023,C005,CUST05076,2025-07-16,2.0,Better design,Price,Customer support,No
SRV019678,C003,CUST02286,2025-07-16,,Better design,Brand reputation,Durability,Yes
SRV009737,C007,CUST03136,2025-07-16,,Better design,Durability,Performance,Yes
SRV028815,C004,CUST07288,2025-07-16,1.0,Better design,Customer reviews,Customer support,No
SRV023604,C007,CUST05741,2025-07-16,3.0,Lower price,Price,Customer support,No
SRV012391,C007,CUST02189,2025-07-16,1.0,Better design,Brand reputation,Design,No
SRV028030,C002,CUST04348,2025-07-16,5.0,Better software,Quality,Comfort,No
SRV016108,C001,CUST03813,2025-07-17,,More smart features,Quality,Price,Yes
SRV023457,C002,CUST00799,2025-07-17,,Longer battery life,Performance,Customer support,Yes
SRV006560,C007,CUST07850,2025-07-17,4.0,Longer battery life,Brand reputation,Software,No
SRV000205,C010,CUST09160,2025-07-17,,Better software,Quality,Price,Yes
SRV027402,C001,CUST01796,2025-07-17,4.0,More smart features,Features,Battery life,No
SRV019936,C004,CUST04055,2025-07-17,,Lower price,Brand reputation,Price,Yes
SRV010391,C008,CUST02927,2025-07-17,,Better design,Design,Battery life,Yes
SRV027139,C005,CUST00273,2025-07-17,2.0,Improved durability,Durability,Battery life,No
SRV021335,C003,CUST02887,2025-07-17,,Improved comfort,Durability,Price,Yes
SRV017695,C006,CUST01017,2025-07-17,,Improved comfort,Features,Durability,Yes
SRV029396,C002,CUST02238,2025-07-17,2.0,Better performance,Features,Durability,No
SRV007599,C009,CUST01832,2025-07-17,,Lower price,Customer reviews,Price,Yes
SRV027871,C005,CUST04400,2025-07-17,,Better design,Design,Comfort,No
SRV029307,C001,CUST05655,2025-07-17,4.0,Improved comfort,Features,Software,No
SRV007709,C002,CUST04641,2025-07-17,3.0,Better software,Quality,Performance,No
SRV013672,C004,CUST06955,2025-07-17,,Better design,Features,Performance,No
SRV022902,C002,CUST05501,2025-07-17,3.0,Better design,Durability,Software,No
SRV002457,C010,CUST00043,2025-07-17,5.0,Improved comfort,Brand reputation,Price,No
SRV025686,C010,CUST07436,2025-07-17,4.0,Improved durability,Durability,Software,No
SRV016677,C003,CUST03959,2025-07-17,1.0,Better software,Performance,Battery life,No
SRV029900,C006,CUST06225,2025-07-17,5.0,Longer battery life,Customer reviews,Customer support,No
SRV021473,C006,CUST06285,2025-07-17,4.0,Better performance,Features,Comfort,No
SRV018304,C002,CUST07569,2025-07-17,,Better software,Features,Design,Yes
SRV017888,C008,CUST07842,2025-07-17,5.0,Better software,Features,Battery life,No
SRV015429,C008,CUST06499,2025-07-17,,Improved durability,Brand reputation,Comfort,Yes
SRV019849,C010,CUST08546,2025-07-17,,Improved comfort,Customer reviews,Battery life,Yes
SRV015730,C002,CUST09314,2025-07-18,,Longer battery life,Price,Performance,No
SRV001917,C007,CUST09052,2025-07-18,2.0,Longer battery life,Customer reviews,Battery life,No
SRV022006,C005,CUST02872,2025-07-18,,Lower price,Design,Performance,Yes
SRV008621,C005,CUST07688,2025-07-18,,Better performance,Price,Design,No
SRV029657,C003,CUST05583,2025-07-18,,Improved durability,Durability,Design,Yes
SRV010472,C003,CUST05842,2025-07-18,,Better performance,Durability,Design,Yes
SRV025042,C009,CUST05911,2025-07-18,,Improved comfort,Performance,Durability,Yes
SRV015251,C004,CUST01126,2025-07-18,2.0,Better performance,Performance,Design,No
SRV019207,C008,CUST03325,2025-07-18,4.0,Better performance,Design,Durability,No
SRV014622,C007,CUST07694,2025-07-18,,Better design,Durability,Durability,No
SRV004259,C008,CUST06734,2025-07-18,,Better design,Design,Price,Yes
SRV021206,C007,CUST08135,2025-07-18,3.0,Lower price,Customer reviews,Price,No
SRV025566,C003,CUST06348,2025-07-18,2.0,Better software,Performance,Battery life,No
SRV019210,C007,CUST00169,2025-07-18,5.0,More smart features,Brand reputation,Battery life,No
SRV004958,C009,CUST03256,2025-07-18,2.0,Improved durability,Customer reviews,Performance,No
SRV009277,C008,CUST01182,2025-07-18,1.0,Better design,Quality,Battery life,No
SRV005389,C002,CUST09826,2025-07-18,4.0,Lower price,Price,Battery life,No
SRV019866,C006,CUST03307,2025-07-18,,Improved durability,Durability,Customer support,Yes
SRV018202,C002,CUST09499,2025-07-18,,Better software,Performance,Comfort,Yes
SRV022711,C007,CUST03071,2025-07-18,5.0,Improved durability,Features,Durability,No
SRV000116,C002,CUST00945,2025-07-18,5.0,Lower price,Design,Comfort,No
SRV015021,C001,CUST04298,2025-07-18,3.0,More smart features,Design,Price,No
SRV021074,C006,CUST04240,2025-07-18,,Better performance,Customer reviews,Durability,Yes
SRV008008,C005,CUST05007,2025-07-18,,Better software,Features,Price,Yes
SRV014324,C009,CUST01996,2025-07-18,,Longer battery life,Quality,Customer support,Yes
SRV012805,C002,CUST01295,2025-07-19,,More smart features,Design,Durability,Yes
SRV022467,C004,CUST06775,2025-07-19,3.0,Improved durability,Features,Price,No
SRV012593,C009,CUST02460,2025-07-19,,Lower price,Quality,Software,Yes
SRV028869,C007,CUST07900,2025-07-19,,Lower price,Features,Durability,Yes
SRV024945,C006,CUST00382,2025-07-19,1.0,Lower price,Quality,Software,No
SRV022933,C004,CUST07602,2025-07-19,2.0,Better software,Performance,Battery life,No
SRV001793,C006,CUST02641,2025-07-19,,Better performance,Performance,Performance,Yes
SRV017724,C001,CUST01645,2025-07-19,,Better software,Durability,Performance,Yes
SRV019003,C005,CUST07162,2025-07-19,5.0,Better software,Design,Customer support,No
SRV003166,C007,CUST08113,2025-07-19,,Longer battery life,Features,Design,Yes
SRV022707,C004,CUST04933,2025-07-19,,Better design,Customer reviews,Durability,Yes
SRV008362,C003,CUST07396,2025-07-19,,Lower price,Performance,Software,No
SRV004906,C005,CUST00047,2025-07-19,3.0,Improved comfort,Features,Software,No
SRV017822,C005,CUST05556,2025-07-19,,Better design,Customer reviews,Comfort,Yes
SRV024578,C009,CUST01338,2025-07-19,3.0,Better software,Customer reviews,Battery life,No
SRV013612,C002,CUST05198,2025-07-19,,Better performance,Quality,Battery life,Yes
SRV008858,C009,CUST01924,2025-07-19,5.0,Improved comfort,Performance,Design,No
SRV019280,C010,CUST02888,2025-07-19,3.0,Lower price,Quality,Customer support,No
SRV014699,C007,CUST05535,2025-07-19,3.0,More smart features,Quality,Design,No
SRV020154,C002,CUST01665,2025-07-19,2.0,Lower price,Features,Battery life,No
SRV004171,C006,CUST05988,2025-07-19,1.0,Better design,Performance,Battery life,No
SRV020070,C001,CUST04812,2025-07-19,,More smart features,Features,Software,Yes
SRV021552,C006,CUST00455,2025-07-19,,Lower price,Durability,Durability,Yes
SRV029356,C003,CUST04021,2025-07-19,,Better design,Performance,Battery life,Yes
SRV004363,C001,CUST06362,2025-07-19,3.0,Lower price,Quality,Price,No
SRV003442,C001,CUST06506,2025-07-19,3.0,Improved comfort,Price,Price,No
SRV011137,C005,CUST09493,2025-07-19,4.0,Improved comfort,Design,Durability,No
SRV008045,C002,CUST00921,2025-07-19,1.0,More smart features,Price,Battery life,No
SRV011135,C005,CUST06357,2025-07-19,,Longer battery life,Design,Comfort,Yes
SRV028947,C004,CUST04657,2025-07-19,4.0,Lower price,Price,Battery life,No
SRV025525,C001,CUST04375,2025-07-20,,Improved durability,Durability,Customer support,Yes
SRV021836,C007,CUST04026,2025-07-20,,Lower price,Design,Comfort,Yes
SRV005835,C009,CUST01967,2025-07-20,,Better design,Design,Customer support,Yes
SRV011933,C005,CUST04218,2025-07-20,3.0,Improved durability,Customer reviews,Price,No
SRV010676,C007,CUST04767,2025-07-20,,Better design,Features,Design,Yes
SRV001072,C003,CUST02020,2025-07-20,3.0,Better software,Performance,Design,No
SRV012665,C006,CUST04371,2025-07-20,,Longer battery life,Customer reviews,Customer support,No
SRV013056,C010,CUST07456,2025-07-20,4.0,Better design,Brand reputation,Battery life,No
SRV021213,C005,CUST01155,2025-07-20,1.0,Improved durability,Price,Comfort,No
SRV026377,C001,CUST04258,2025-07-20,,Improved durability,Features,Software,Yes
SRV014950,C005,CUST03125,2025-07-20,1.0,Improved comfort,Features,Customer support,No
SRV016491,C001,CUST09356,2025-07-20,2.0,Improved comfort,Brand reputation,Software,No
