product_id,complaint_category,complaint_count,product_name,category,subcategory,demand_problem_score,demand_problem_category,product_pain_score
P0396,software,9,Fitness Watch 396,Watches,Fitness Watch,36.72,Low Demand + High Problem,22.5
P0187,comfort,9,Bluetooth Speaker 187,Audio,Bluetooth Speaker,36.59,Low Demand + High Problem,22.5
P0187,delivery,9,Bluetooth Speaker 187,Audio,Bluetooth Speaker,36.59,Low Demand + High Problem,22.5
P0187,price,9,Bluetooth Speaker 187,Audio,Bluetooth Speaker,36.59,Low Demand + High Problem,22.5
P0322,price,9,Smart Watch 322,Watches,Smart Watch,36.05,Low Demand + High Problem,22.5
P0137,price,9,Analog Watch 137,Watches,Analog Watch,35.85,Low Demand + High Problem,22.5
P0443,software,9,Wireless Earbuds 443,Audio,Wireless Earbuds,35.69,Moderate,22.5
P0249,comfort,9,Smart Light 249,Home Appliances,Smart Light,35.46,Moderate,22.5
P0355,comfort,9,Analog Watch 355,Watches,Analog Watch,35.17,Moderate,22.5
P0074,comfort,9,Smart Watch 74,Watches,Smart Watch,35.16,Low Demand + High Problem,22.5
P0129,software,9,Air Purifier 129,Home Appliances,Air Purifier,35.02,Moderate,22.5
P0441,delivery,9,Smartphone 441,Mobile,Smartphone,34.8,Low Demand + High Problem,22.5
P0441,software,9,Smartphone 441,Mobile,Smartphone,34.8,Low Demand + High Problem,22.5
P0208,comfort,9,Fitness Watch 208,Watches,Fitness Watch,34.67,Low Demand + High Problem,22.5
P0031,price,9,Fitness Band 31,Wearables,Fitness Band,34.34,Moderate,22.5
P0100,comfort,9,Bluetooth Speaker 100,Audio,Bluetooth Speaker,34.02,Low Demand + High Problem,22.5
P0100,software,9,Bluetooth Speaker 100,Audio,Bluetooth Speaker,34.02,Low Demand + High Problem,22.5
P0445,price,9,Bluetooth Speaker 445,Audio,Bluetooth Speaker,33.29,Moderate,22.5
P0178,comfort,9,Fitness Watch 178,Watches,Fitness Watch,32.69,Moderate,22.5
P0178,price,9,Fitness Watch 178,Watches,Fitness Watch,32.69,Moderate,22.5
P0178,software,9,Fitness Watch 178,Watches,Fitness Watch,32.69,Moderate,22.5
P0449,delivery,9,Bluetooth Speaker 449,Audio,Bluetooth Speaker,32.35,Moderate,22.5
P0244,performance,9,Air Purifier 244,Home Appliances,Air Purifier,32.1,Low Demand + High Problem,22.5
P0307,comfort,9,Smartphone 307,Mobile,Smartphone,32.1,Low Demand + High Problem,22.5
P0011,delivery,9,Smartphone 11,Mobile,Smartphone,32.06,Moderate,22.5
P0392,software,9,Wireless Earbuds 392,Audio,Wireless Earbuds,31.69,Low Demand + High Problem,22.5
P0438,delivery,9,Fitness Band 438,Wearables,Fitness Band,31.61,Moderate,22.5
P0228,price,9,Fitness Watch 228,Watches,Fitness Watch,30.7,Low Demand + High Problem,22.5
P0362,delivery,9,Bluetooth Speaker 362,Audio,Bluetooth Speaker,29.71,Moderate,22.5
P0386,delivery,9,Smart Fan 386,Home Appliances,Smart Fan,27.09,Moderate,22.5
P0316,price,8,Wireless Earbuds 316,Audio,Wireless Earbuds,80.09,High Demand + High Problem,20.0
P0230,software,8,Smart Watch 230,Watches,Smart Watch,77.04,High Demand + High Problem,20.0
P0273,price,8,Smart Ring 273,Wearables,Smart Ring,76.86,High Demand + High Problem,20.0
P0242,price,8,Smart Light 242,Home Appliances,Smart Light,76.46,High Demand + High Problem,20.0
P0492,comfort,8,Smart Ring 492,Wearables,Smart Ring,74.93,High Demand + High Problem,20.0
P0237,comfort,8,Tablet 237,Mobile,Tablet,74.81,High Demand + High Problem,20.0
P0297,performance,8,Smartphone 297,Mobile,Smartphone,73.51,High Demand + High Problem,20.0
P0177,software,8,Wireless Earbuds 177,Audio,Wireless Earbuds,73.15,High Demand + High Problem,20.0
P0388,comfort,8,Smart Fan 388,Home Appliances,Smart Fan,72.7,High Demand + High Problem,20.0
P0471,delivery,8,Bluetooth Speaker 471,Audio,Bluetooth Speaker,72.23,High Demand + High Problem,20.0
P0062,software,8,Tablet 62,Mobile,Tablet,71.93,Moderate,20.0
P0198,price,8,Smart Ring 198,Wearables,Smart Ring,71.82,High Demand + High Problem,20.0
P0008,comfort,8,Headphones 8,Audio,Headphones,71.78,High Demand + High Problem,20.0
P0008,performance,8,Headphones 8,Audio,Headphones,71.78,High Demand + High Problem,20.0
P0008,software,8,Headphones 8,Audio,Headphones,71.78,High Demand + High Problem,20.0
P0124,price,8,Smart Ring 124,Wearables,Smart Ring,71.44,High Demand + High Problem,20.0
P0356,delivery,8,Air Purifier 356,Home Appliances,Air Purifier,71.4,High Demand + High Problem,20.0
P0113,delivery,8,Smart Watch 113,Watches,Smart Watch,71.1,High Demand + High Problem,20.0
P0150,delivery,8,Tablet 150,Mobile,Tablet,71.05,High Demand + High Problem,20.0
P0039,delivery,8,Bluetooth Speaker 39,Audio,Bluetooth Speaker,70.91,High Demand + High Problem,20.0
P0039,software,8,Bluetooth Speaker 39,Audio,Bluetooth Speaker,70.91,High Demand + High Problem,20.0
P0149,comfort,8,Fitness Watch 149,Watches,Fitness Watch,70.89,High Demand + High Problem,20.0
P0236,price,8,Fitness Band 236,Wearables,Fitness Band,70.79,Moderate,20.0
P0304,price,8,Bluetooth Speaker 304,Audio,Bluetooth Speaker,70.79,High Demand + High Problem,20.0
P0205,comfort,8,Tablet 205,Mobile,Tablet,70.49,Moderate,20.0
P0202,performance,8,Fitness Watch 202,Watches,Fitness Watch,70.42,High Demand + High Problem,20.0
P0281,comfort,8,Smart Ring 281,Wearables,Smart Ring,70.25,High Demand + High Problem,20.0
P0007,price,8,Tablet 7,Mobile,Tablet,69.88,Moderate,20.0
P0342,software,8,Smartphone 342,Mobile,Smartphone,69.43,Moderate,20.0
P0103,price,8,Fitness Band 103,Wearables,Fitness Band,69.29,High Demand + High Problem,20.0
P0115,delivery,8,Air Purifier 115,Home Appliances,Air Purifier,68.23,High Demand + High Problem,20.0
P0311,delivery,8,Smart Light 311,Home Appliances,Smart Light,68.11,Moderate,20.0
P0161,delivery,8,Smartphone 161,Mobile,Smartphone,67.95,High Demand + High Problem,20.0
P0455,price,8,Fitness Band 455,Wearables,Fitness Band,67.7,High Demand + High Problem,20.0
P0288,comfort,8,Smart Ring 288,Wearables,Smart Ring,67.62,High Demand + High Problem,20.0
P0428,delivery,8,Wireless Earbuds 428,Audio,Wireless Earbuds,67.52,Moderate,20.0
P0428,software,8,Wireless Earbuds 428,Audio,Wireless Earbuds,67.52,Moderate,20.0
P0163,comfort,8,Smart Ring 163,Wearables,Smart Ring,67.22,Moderate,20.0
P0163,software,8,Smart Ring 163,Wearables,Smart Ring,67.22,Moderate,20.0
P0470,delivery,8,Smart Light 470,Home Appliances,Smart Light,67.01,High Demand + High Problem,20.0
P0470,performance,8,Smart Light 470,Home Appliances,Smart Light,67.01,High Demand + High Problem,20.0
P0341,software,8,Smart Watch 341,Watches,Smart Watch,66.93,Moderate,20.0
P0043,delivery,8,Tablet 43,Mobile,Tablet,66.77,High Demand + High Problem,20.0
P0139,software,8,Analog Watch 139,Watches,Analog Watch,66.4,Moderate,20.0
P0376,delivery,8,Smart Fan 376,Home Appliances,Smart Fan,66.23,Moderate,20.0
P0376,software,8,Smart Fan 376,Home Appliances,Smart Fan,66.23,Moderate,20.0
P0117,comfort,8,Smartphone 117,Mobile,Smartphone,66.12,High Demand + High Problem,20.0
P0404,performance,8,Bluetooth Speaker 404,Audio,Bluetooth Speaker,66.09,Moderate,20.0
P0127,comfort,8,Smartphone 127,Mobile,Smartphone,65.78,High Demand + High Problem,20.0
P0365,comfort,8,Smart Ring 365,Wearables,Smart Ring,65.13,High Demand + High Problem,20.0
P0365,delivery,8,Smart Ring 365,Wearables,Smart Ring,65.13,High Demand + High Problem,20.0
P0077,delivery,8,Fitness Watch 77,Watches,Fitness Watch,64.66,High Demand + High Problem,20.0
P0308,software,8,Smart Watch 308,Watches,Smart Watch,64.13,Moderate,20.0
P0191,delivery,8,Headphones 191,Audio,Headphones,63.82,Moderate,20.0
P0380,delivery,8,Fitness Band 380,Wearables,Fitness Band,63.8,High Demand + High Problem,20.0
P0380,price,8,Fitness Band 380,Wearables,Fitness Band,63.8,High Demand + High Problem,20.0
P0336,delivery,8,Tablet 336,Mobile,Tablet,63.36,High Demand + High Problem,20.0
P0012,software,8,Fitness Band 12,Wearables,Fitness Band,63.02,High Demand + High Problem,20.0
P0261,delivery,8,Analog Watch 261,Watches,Analog Watch,62.76,Moderate,20.0
P0394,delivery,8,Fitness Watch 394,Watches,Fitness Watch,62.27,High Demand + High Problem,20.0
P0394,software,8,Fitness Watch 394,Watches,Fitness Watch,62.27,High Demand + High Problem,20.0
P0078,price,8,Smart Ring 78,Wearables,Smart Ring,62.24,Moderate,20.0
P0326,comfort,8,Smart Watch 326,Watches,Smart Watch,62.16,High Demand + High Problem,20.0
P0326,price,8,Smart Watch 326,Watches,Smart Watch,62.16,High Demand + High Problem,20.0
P0363,software,8,Tablet 363,Mobile,Tablet,62.14,Moderate,20.0
P0234,delivery,8,Air Purifier 234,Home Appliances,Air Purifier,62.11,High Demand + High Problem,20.0
P0056,delivery,8,Analog Watch 56,Watches,Analog Watch,61.72,Moderate,20.0
P0056,price,8,Analog Watch 56,Watches,Analog Watch,61.72,Moderate,20.0
P0125,comfort,8,Air Purifier 125,Home Appliances,Air Purifier,61.54,Moderate,20.0
P0358,software,8,Bluetooth Speaker 358,Audio,Bluetooth Speaker,61.14,Moderate,20.0
P0171,comfort,8,Smart Watch 171,Watches,Smart Watch,60.45,Moderate,20.0
P0415,delivery,8,Fitness Band 415,Wearables,Fitness Band,60.25,Moderate,20.0
P0433,delivery,8,Smart Fan 433,Home Appliances,Smart Fan,60.2,Moderate,20.0
P0360,software,8,Analog Watch 360,Watches,Analog Watch,60.06,Moderate,20.0
P0354,price,8,Smartphone 354,Mobile,Smartphone,59.41,Moderate,20.0
P0264,delivery,8,Tablet 264,Mobile,Tablet,59.35,Moderate,20.0
P0264,price,8,Tablet 264,Mobile,Tablet,59.35,Moderate,20.0
P0450,software,8,Fitness Band 450,Wearables,Fitness Band,59.21,Moderate,20.0
P0294,price,8,Smart Ring 294,Wearables,Smart Ring,58.98,Moderate,20.0
P0152,comfort,8,Wireless Earbuds 152,Audio,Wireless Earbuds,58.95,Moderate,20.0
P0025,software,8,Smart Watch 25,Watches,Smart Watch,58.86,Moderate,20.0
P0233,software,8,Air Purifier 233,Home Appliances,Air Purifier,58.79,Moderate,20.0
P0122,price,8,Smart Fan 122,Home Appliances,Smart Fan,58.33,Moderate,20.0
P0254,price,8,Tablet 254,Mobile,Tablet,58.33,Moderate,20.0
P0218,comfort,8,Tablet 218,Mobile,Tablet,58.21,Moderate,20.0
P0411,delivery,8,Smart Fan 411,Home Appliances,Smart Fan,58.11,Moderate,20.0
P0221,comfort,8,Tablet 221,Mobile,Tablet,58.08,Moderate,20.0
P0276,comfort,8,Fitness Watch 276,Watches,Fitness Watch,57.88,Moderate,20.0
P0478,price,8,Smart Fan 478,Home Appliances,Smart Fan,57.74,Moderate,20.0
P0420,comfort,8,Smart Ring 420,Wearables,Smart Ring,57.69,Moderate,20.0
P0420,software,8,Smart Ring 420,Wearables,Smart Ring,57.69,Moderate,20.0
P0346,comfort,8,Smart Ring 346,Wearables,Smart Ring,57.55,Moderate,20.0
P0493,delivery,8,Air Purifier 493,Home Appliances,Air Purifier,57.45,Moderate,20.0
P0464,software,8,Smart Light 464,Home Appliances,Smart Light,57.22,Moderate,20.0
P0016,comfort,8,Air Purifier 16,Home Appliances,Air Purifier,57.11,Moderate,20.0
P0016,price,8,Air Purifier 16,Home Appliances,Air Purifier,57.11,Moderate,20.0
P0080,delivery,8,Wireless Earbuds 80,Audio,Wireless Earbuds,56.98,Moderate,20.0
P0174,comfort,8,Tablet 174,Mobile,Tablet,56.89,Moderate,20.0
P0286,delivery,8,Fitness Band 286,Wearables,Fitness Band,56.67,Moderate,20.0
P0481,delivery,8,Bluetooth Speaker 481,Audio,Bluetooth Speaker,56.46,Moderate,20.0
P0287,comfort,8,Analog Watch 287,Watches,Analog Watch,56.02,Moderate,20.0
P0287,delivery,8,Analog Watch 287,Watches,Analog Watch,56.02,Moderate,20.0
P0005,price,8,Air Purifier 5,Home Appliances,Air Purifier,56.0,Moderate,20.0
P0442,delivery,8,Smartphone 442,Mobile,Smartphone,55.81,Moderate,20.0
P0049,software,8,Smart Fan 49,Home Appliances,Smart Fan,55.75,Moderate,20.0
P0458,comfort,8,Headphones 458,Audio,Headphones,55.69,Moderate,20.0
P0456,comfort,8,Bluetooth Speaker 456,Audio,Bluetooth Speaker,55.64,Moderate,20.0
P0253,price,8,Bluetooth Speaker 253,Audio,Bluetooth Speaker,55.11,Moderate,20.0
P0238,price,8,Air Purifier 238,Home Appliances,Air Purifier,54.77,Moderate,20.0
P0021,delivery,8,Wireless Earbuds 21,Audio,Wireless Earbuds,54.7,Moderate,20.0
P0109,comfort,8,Smart Fan 109,Home Appliances,Smart Fan,54.68,Moderate,20.0
P0402,software,8,Wireless Earbuds 402,Audio,Wireless Earbuds,54.48,Moderate,20.0
P0452,price,8,Bluetooth Speaker 452,Audio,Bluetooth Speaker,54.22,Moderate,20.0
P0452,software,8,Bluetooth Speaker 452,Audio,Bluetooth Speaker,54.22,Moderate,20.0
P0108,comfort,8,Wireless Earbuds 108,Audio,Wireless Earbuds,54.05,Moderate,20.0
P0197,price,8,Fitness Band 197,Wearables,Fitness Band,54.0,Moderate,20.0
P0382,delivery,8,Smart Watch 382,Watches,Smart Watch,53.78,Moderate,20.0
P0306,delivery,8,Fitness Band 306,Wearables,Fitness Band,53.54,Moderate,20.0
P0119,software,8,Wireless Earbuds 119,Audio,Wireless Earbuds,53.42,Moderate,20.0
P0468,price,8,Fitness Band 468,Wearables,Fitness Band,53.34,Moderate,20.0
P0468,software,8,Fitness Band 468,Wearables,Fitness Band,53.34,Moderate,20.0
P0391,price,8,Smart Light 391,Home Appliances,Smart Light,53.23,Moderate,20.0
P0417,delivery,8,Smart Light 417,Home Appliances,Smart Light,52.69,Moderate,20.0
P0417,performance,8,Smart Light 417,Home Appliances,Smart Light,52.69,Moderate,20.0
P0351,delivery,8,Tablet 351,Mobile,Tablet,52.67,Moderate,20.0
P0128,software,8,Smart Light 128,Home Appliances,Smart Light,52.5,Moderate,20.0
P0349,delivery,8,Smart Fan 349,Home Appliances,Smart Fan,52.07,Moderate,20.0
P0349,software,8,Smart Fan 349,Home Appliances,Smart Fan,52.07,Moderate,20.0
P0065,price,8,Smart Ring 65,Wearables,Smart Ring,51.44,Moderate,20.0
P0453,comfort,8,Smartphone 453,Mobile,Smartphone,51.37,Low Demand + High Problem,20.0
P0296,comfort,8,Headphones 296,Audio,Headphones,51.28,Low Demand + High Problem,20.0
P0289,price,8,Smart Ring 289,Wearables,Smart Ring,50.73,Moderate,20.0
P0303,price,8,Fitness Watch 303,Watches,Fitness Watch,50.15,Moderate,20.0
P0106,delivery,8,Bluetooth Speaker 106,Audio,Bluetooth Speaker,50.07,Low Demand + High Problem,20.0
P0035,price,8,Smartphone 35,Mobile,Smartphone,49.93,Low Demand + High Problem,20.0
P0446,comfort,8,Tablet 446,Mobile,Tablet,49.88,Moderate,20.0
P0060,comfort,8,Smartphone 60,Mobile,Smartphone,49.75,Moderate,20.0
P0060,performance,8,Smartphone 60,Mobile,Smartphone,49.75,Moderate,20.0
P0467,software,8,Air Purifier 467,Home Appliances,Air Purifier,49.59,Moderate,20.0
P0098,price,8,Analog Watch 98,Watches,Analog Watch,49.37,Moderate,20.0
P0247,delivery,8,Bluetooth Speaker 247,Audio,Bluetooth Speaker,49.06,Moderate,20.0
P0357,software,8,Tablet 357,Mobile,Tablet,49.0,Moderate,20.0
P0148,price,8,Analog Watch 148,Watches,Analog Watch,48.76,Low Demand + High Problem,20.0
P0091,price,8,Tablet 91,Mobile,Tablet,48.54,Low Demand + High Problem,20.0
P0168,delivery,8,Smart Ring 168,Wearables,Smart Ring,48.47,Low Demand + High Problem,20.0
P0284,software,8,Wireless Earbuds 284,Audio,Wireless Earbuds,48.29,Low Demand + High Problem,20.0
P0213,delivery,8,Wireless Earbuds 213,Audio,Wireless Earbuds,48.11,Low Demand + High Problem,20.0
P0022,price,8,Analog Watch 22,Watches,Analog Watch,47.84,Low Demand + High Problem,20.0
P0030,software,8,Tablet 30,Mobile,Tablet,47.76,Moderate,20.0
P0194,software,8,Air Purifier 194,Home Appliances,Air Purifier,47.47,Low Demand + High Problem,20.0
P0180,delivery,8,Smart Light 180,Home Appliances,Smart Light,47.23,Moderate,20.0
P0204,price,8,Wireless Earbuds 204,Audio,Wireless Earbuds,47.09,Moderate,20.0
P0377,comfort,8,Smart Ring 377,Wearables,Smart Ring,47.07,Moderate,20.0
P0072,software,8,Smart Light 72,Home Appliances,Smart Light,46.94,Low Demand + High Problem,20.0
P0275,comfort,8,Tablet 275,Mobile,Tablet,46.77,Low Demand + High Problem,20.0
P0275,delivery,8,Tablet 275,Mobile,Tablet,46.77,Low Demand + High Problem,20.0
P0408,delivery,8,Smartphone 408,Mobile,Smartphone,46.53,Low Demand + High Problem,20.0
P0422,delivery,8,Tablet 422,Mobile,Tablet,46.22,Low Demand + High Problem,20.0
P0422,price,8,Tablet 422,Mobile,Tablet,46.22,Low Demand + High Problem,20.0
P0309,delivery,8,Fitness Band 309,Wearables,Fitness Band,46.05,Low Demand + High Problem,20.0
P0226,comfort,8,Bluetooth Speaker 226,Audio,Bluetooth Speaker,45.76,Low Demand + High Problem,20.0
P0071,comfort,8,Smart Watch 71,Watches,Smart Watch,45.6,Moderate,20.0
P0071,delivery,8,Smart Watch 71,Watches,Smart Watch,45.6,Moderate,20.0
P0179,software,8,Fitness Band 179,Wearables,Fitness Band,45.59,Low Demand + High Problem,20.0
P0459,delivery,8,Smart Watch 459,Watches,Smart Watch,45.57,Low Demand + High Problem,20.0
P0350,comfort,8,Analog Watch 350,Watches,Analog Watch,44.92,Low Demand + High Problem,20.0
P0500,delivery,8,Wireless Earbuds 500,Audio,Wireless Earbuds,44.74,Moderate,20.0
P0500,performance,8,Wireless Earbuds 500,Audio,Wireless Earbuds,44.74,Moderate,20.0
P0333,delivery,8,Smart Light 333,Home Appliances,Smart Light,44.55,Low Demand + High Problem,20.0
P0429,comfort,8,Smart Ring 429,Wearables,Smart Ring,44.48,Low Demand + High Problem,20.0
P0429,software,8,Smart Ring 429,Wearables,Smart Ring,44.48,Low Demand + High Problem,20.0
P0118,delivery,8,Bluetooth Speaker 118,Audio,Bluetooth Speaker,44.34,Low Demand + High Problem,20.0
P0004,comfort,8,Headphones 4,Audio,Headphones,44.08,Moderate,20.0
P0004,delivery,8,Headphones 4,Audio,Headphones,44.08,Moderate,20.0
P0143,delivery,8,Headphones 143,Audio,Headphones,43.94,Moderate,20.0
P0272,software,8,Tablet 272,Mobile,Tablet,43.57,Low Demand + High Problem,20.0
P0135,delivery,8,Smart Watch 135,Watches,Smart Watch,42.96,Low Demand + High Problem,20.0
P0135,price,8,Smart Watch 135,Watches,Smart Watch,42.96,Low Demand + High Problem,20.0
P0484,comfort,8,Bluetooth Speaker 484,Audio,Bluetooth Speaker,42.91,Low Demand + High Problem,20.0
P0484,software,8,Bluetooth Speaker 484,Audio,Bluetooth Speaker,42.91,Low Demand + High Problem,20.0
P0013,software,8,Smart Ring 13,Wearables,Smart Ring,42.87,Low Demand + High Problem,20.0
P0048,price,8,Smart Watch 48,Watches,Smart Watch,42.55,Low Demand + High Problem,20.0
P0489,comfort,8,Headphones 489,Audio,Headphones,42.48,Moderate,20.0
P0330,price,8,Smart Watch 330,Watches,Smart Watch,42.22,Low Demand + High Problem,20.0
P0231,software,8,Smartphone 231,Mobile,Smartphone,41.99,Moderate,20.0
P0157,software,8,Smartphone 157,Mobile,Smartphone,41.97,Low Demand + High Problem,20.0
P0130,delivery,8,Fitness Band 130,Wearables,Fitness Band,41.83,Moderate,20.0
P0130,software,8,Fitness Band 130,Wearables,Fitness Band,41.83,Moderate,20.0
P0274,delivery,8,Smart Watch 274,Watches,Smart Watch,41.62,Low Demand + High Problem,20.0
P0089,delivery,8,Fitness Band 89,Wearables,Fitness Band,41.58,Low Demand + High Problem,20.0
P0190,price,8,Smart Light 190,Home Appliances,Smart Light,41.53,Low Demand + High Problem,20.0
P0371,delivery,8,Wireless Earbuds 371,Audio,Wireless Earbuds,41.38,Low Demand + High Problem,20.0
P0371,price,8,Wireless Earbuds 371,Audio,Wireless Earbuds,41.38,Low Demand + High Problem,20.0
P0490,delivery,8,Smart Light 490,Home Appliances,Smart Light,41.09,Moderate,20.0
P0138,comfort,8,Smart Fan 138,Home Appliances,Smart Fan,41.05,Low Demand + High Problem,20.0
P0034,price,8,Bluetooth Speaker 34,Audio,Bluetooth Speaker,40.56,Moderate,20.0
P0184,comfort,8,Smart Ring 184,Wearables,Smart Ring,39.8,Low Demand + High Problem,20.0
P0185,delivery,8,Smart Ring 185,Wearables,Smart Ring,39.75,Low Demand + High Problem,20.0
P0024,delivery,8,Fitness Band 24,Wearables,Fitness Band,39.68,Low Demand + High Problem,20.0
P0416,delivery,8,Smart Ring 416,Wearables,Smart Ring,39.68,Moderate,20.0
P0361,price,8,Air Purifier 361,Home Appliances,Air Purifier,39.63,Low Demand + High Problem,20.0
P0246,software,8,Fitness Watch 246,Watches,Fitness Watch,39.51,Low Demand + High Problem,20.0
P0251,delivery,8,Fitness Band 251,Wearables,Fitness Band,39.32,Moderate,20.0
P0251,performance,8,Fitness Band 251,Wearables,Fitness Band,39.32,Moderate,20.0
P0387,price,8,Fitness Band 387,Wearables,Fitness Band,39.05,Low Demand + High Problem,20.0
P0082,price,8,Fitness Watch 82,Watches,Fitness Watch,38.89,Low Demand + High Problem,20.0
P0475,price,8,Fitness Watch 475,Watches,Fitness Watch,38.81,Moderate,20.0
P0324,delivery,8,Air Purifier 324,Home Appliances,Air Purifier,38.41,Low Demand + High Problem,20.0
P0393,price,8,Analog Watch 393,Watches,Analog Watch,38.29,Low Demand + High Problem,20.0
P0144,price,8,Smart Fan 144,Home Appliances,Smart Fan,38.23,Low Demand + High Problem,20.0
P0300,comfort,8,Smart Watch 300,Watches,Smart Watch,38.11,Low Demand + High Problem,20.0
P0257,price,8,Analog Watch 257,Watches,Analog Watch,38.02,Low Demand + High Problem,20.0
P0403,price,8,Smart Watch 403,Watches,Smart Watch,38.02,Low Demand + High Problem,20.0
P0086,delivery,8,Analog Watch 86,Watches,Analog Watch,37.5,Low Demand + High Problem,20.0
P0037,price,8,Analog Watch 37,Watches,Analog Watch,37.3,Low Demand + High Problem,20.0
P0434,software,8,Analog Watch 434,Watches,Analog Watch,36.43,Low Demand + High Problem,20.0
P0448,software,8,Smart Fan 448,Home Appliances,Smart Fan,36.02,Low Demand + High Problem,20.0
P0443,comfort,8,Wireless Earbuds 443,Audio,Wireless Earbuds,35.69,Moderate,20.0
P0054,performance,8,Wireless Earbuds 54,Audio,Wireless Earbuds,35.48,Low Demand + High Problem,20.0
P0299,software,8,Smart Ring 299,Wearables,Smart Ring,35.47,Moderate,20.0
P0249,delivery,8,Smart Light 249,Home Appliances,Smart Light,35.46,Moderate,20.0
P0249,software,8,Smart Light 249,Home Appliances,Smart Light,35.46,Moderate,20.0
P0074,price,8,Smart Watch 74,Watches,Smart Watch,35.16,Low Demand + High Problem,20.0
P0074,software,8,Smart Watch 74,Watches,Smart Watch,35.16,Low Demand + High Problem,20.0
P0352,price,8,Smart Ring 352,Wearables,Smart Ring,35.1,Moderate,20.0
P0352,software,8,Smart Ring 352,Wearables,Smart Ring,35.1,Moderate,20.0
P0472,delivery,8,Smartphone 472,Mobile,Smartphone,34.7,Moderate,20.0
P0472,price,8,Smartphone 472,Mobile,Smartphone,34.7,Moderate,20.0
P0472,software,8,Smartphone 472,Mobile,Smartphone,34.7,Moderate,20.0
P0390,delivery,8,Smart Light 390,Home Appliances,Smart Light,34.44,Low Demand + High Problem,20.0
P0390,price,8,Smart Light 390,Home Appliances,Smart Light,34.44,Low Demand + High Problem,20.0
P0159,delivery,8,Analog Watch 159,Watches,Analog Watch,34.37,Moderate,20.0
P0100,price,8,Bluetooth Speaker 100,Audio,Bluetooth Speaker,34.02,Low Demand + High Problem,20.0
P0315,delivery,8,Bluetooth Speaker 315,Audio,Bluetooth Speaker,34.01,Low Demand + High Problem,20.0
P0315,software,8,Bluetooth Speaker 315,Audio,Bluetooth Speaker,34.01,Low Demand + High Problem,20.0
P0290,software,8,Fitness Band 290,Wearables,Fitness Band,33.81,Low Demand + High Problem,20.0
P0378,price,8,Tablet 378,Mobile,Tablet,33.68,Low Demand + High Problem,20.0
P0182,comfort,8,Fitness Band 182,Wearables,Fitness Band,33.5,Low Demand + High Problem,20.0
P0482,software,8,Smartphone 482,Mobile,Smartphone,33.44,Moderate,20.0
P0480,comfort,8,Headphones 480,Audio,Headphones,32.56,Low Demand + High Problem,20.0
P0410,performance,8,Analog Watch 410,Watches,Analog Watch,32.53,Moderate,20.0
P0498,delivery,8,Tablet 498,Mobile,Tablet,32.26,Moderate,20.0
P0244,price,8,Air Purifier 244,Home Appliances,Air Purifier,32.1,Low Demand + High Problem,20.0
P0244,software,8,Air Purifier 244,Home Appliances,Air Purifier,32.1,Low Demand + High Problem,20.0
P0011,price,8,Smartphone 11,Mobile,Smartphone,32.06,Moderate,20.0
P0392,comfort,8,Wireless Earbuds 392,Audio,Wireless Earbuds,31.69,Low Demand + High Problem,20.0
P0392,price,8,Wireless Earbuds 392,Audio,Wireless Earbuds,31.69,Low Demand + High Problem,20.0
P0438,software,8,Fitness Band 438,Wearables,Fitness Band,31.61,Moderate,20.0
P0432,comfort,8,Air Purifier 432,Home Appliances,Air Purifier,31.34,Low Demand + High Problem,20.0
P0295,delivery,8,Smart Ring 295,Wearables,Smart Ring,31.13,Low Demand + High Problem,20.0
P0243,comfort,8,Bluetooth Speaker 243,Audio,Bluetooth Speaker,31.01,Moderate,20.0
P0243,software,8,Bluetooth Speaker 243,Audio,Bluetooth Speaker,31.01,Moderate,20.0
P0228,software,8,Fitness Watch 228,Watches,Fitness Watch,30.7,Low Demand + High Problem,20.0
P0362,comfort,8,Bluetooth Speaker 362,Audio,Bluetooth Speaker,29.71,Moderate,20.0
P0362,software,8,Bluetooth Speaker 362,Audio,Bluetooth Speaker,29.71,Moderate,20.0
P0386,performance,8,Smart Fan 386,Home Appliances,Smart Fan,27.09,Moderate,20.0
P0386,price,8,Smart Fan 386,Home Appliances,Smart Fan,27.09,Moderate,20.0
P0386,software,8,Smart Fan 386,Home Appliances,Smart Fan,27.09,Moderate,20.0
P0075,delivery,7,Fitness Watch 75,Watches,Fitness Watch,78.79,High Demand + High Problem,17.5
P0483,price,7,Smartphone 483,Mobile,Smartphone,77.06,High Demand + High Problem,17.5
P0099,delivery,7,Bluetooth Speaker 99,Audio,Bluetooth Speaker,77.04,High Demand + High Problem,17.5
P0293,comfort,7,Smart Fan 293,Home Appliances,Smart Fan,76.51,High Demand + High Problem,17.5
P0094,price,7,Smart Ring 94,Wearables,Smart Ring,75.53,High Demand + High Problem,17.5
P0473,software,7,Analog Watch 473,Watches,Analog Watch,75.14,High Demand + High Problem,17.5
P0312,software,7,Smart Watch 312,Watches,Smart Watch,74.89,High Demand + High Problem,17.5
P0055,delivery,7,Smart Watch 55,Watches,Smart Watch,74.59,High Demand + High Problem,17.5
P0413,price,7,Smart Watch 413,Watches,Smart Watch,73.99,Moderate,17.5
P0466,software,7,Smart Fan 466,Home Appliances,Smart Fan,73.63,High Demand + High Problem,17.5
P0177,comfort,7,Wireless Earbuds 177,Audio,Wireless Earbuds,73.15,High Demand + High Problem,17.5
P0283,software,7,Headphones 283,Audio,Headphones,72.42,High Demand + High Problem,17.5
