product_id,product_name,category,complaint_category,complaint_count,problem_percentage
P0264,Tablet 264,Mobile,comfort,9,11.842105263157894
P0126,Tablet 126,Mobile,price,9,8.737864077669903
P0022,Analog Watch 22,Watches,software,9,8.333333333333332
P0312,Smart Watch 312,Watches,delivery,9,8.737864077669903
P0223,Smartphone 223,Mobile,delivery,9,9.574468085106384
P0344,Smartphone 344,Mobile,price,9,8.823529411764707
P0458,Headphones 458,Audio,delivery,9,10.344827586206897
P0459,Smart Watch 459,Watches,price,9,7.43801652892562
P0212,Smartphone 212,Mobile,software,9,10.112359550561797
P0214,Fitness Band 214,Wearables,price,9,8.653846153846153
P0310,Fitness Band 310,Wearables,delivery,9,8.256880733944955
P0020,Air Purifier 20,Home Appliances,delivery,9,8.91089108910891
P0187,Bluetooth Speaker 187,Audio,delivery,9,8.737864077669903
P0187,Bluetooth Speaker 187,Audio,price,9,8.737864077669903
P0188,Headphones 188,Audio,software,9,7.563025210084033
P0189,Smartphone 189,Mobile,performance,9,11.688311688311687
P0038,Tablet 38,Mobile,price,9,8.108108108108109
P0038,Tablet 38,Mobile,software,9,8.108108108108109
P0059,Air Purifier 59,Home Appliances,delivery,9,8.333333333333332
P0466,Smart Fan 466,Home Appliances,comfort,9,9.090909090909092
P0021,Wireless Earbuds 21,Audio,software,9,9.574468085106384
P0461,Headphones 461,Audio,delivery,9,9.574468085106384
P0123,Smart Watch 123,Watches,comfort,9,8.108108108108109
P0261,Analog Watch 261,Watches,software,9,8.571428571428571
P0115,Air Purifier 115,Home Appliances,software,9,8.035714285714286
P0462,Smart Ring 462,Wearables,software,9,8.91089108910891
P0171,Smart Watch 171,Watches,software,9,11.538461538461538
P0173,Smartphone 173,Mobile,software,9,9.574468085106384
P0079,Smartphone 79,Mobile,comfort,9,8.49056603773585
P0420,Smart Ring 420,Wearables,price,9,9.473684210526317
P0414,Wireless Earbuds 414,Audio,software,9,8.91089108910891
P0040,Analog Watch 40,Watches,price,9,10.112359550561797
P0278,Tablet 278,Mobile,price,9,9.89010989010989
P0416,Smart Ring 416,Wearables,price,9,10.0
P0145,Fitness Band 145,Wearables,delivery,9,7.6923076923076925
P0418,Smart Fan 418,Home Appliances,delivery,9,10.714285714285714
P0215,Smart Light 215,Home Appliances,comfort,9,9.278350515463918
P0140,Smartphone 140,Mobile,software,9,9.782608695652174
P0212,Smartphone 212,Mobile,comfort,9,10.112359550561797
P0212,Smartphone 212,Mobile,price,9,10.112359550561797
P0225,Smart Fan 225,Home Appliances,price,9,8.49056603773585
P0336,Tablet 336,Mobile,software,9,9.375
P0338,Wireless Earbuds 338,Audio,comfort,9,8.256880733944955
P0338,Wireless Earbuds 338,Audio,performance,9,8.256880733944955
P0464,Smart Light 464,Home Appliances,delivery,9,10.465116279069768
P0464,Smart Light 464,Home Appliances,performance,9,10.465116279069768
P0465,Fitness Band 465,Wearables,delivery,9,7.964601769911504
P0187,Bluetooth Speaker 187,Audio,comfort,9,8.737864077669903
P0044,Fitness Band 44,Wearables,software,9,8.411214953271028
P0412,Air Purifier 412,Home Appliances,delivery,9,8.737864077669903
P0057,Headphones 57,Audio,delivery,9,9.278350515463918
P0379,Bluetooth Speaker 379,Audio,delivery,9,9.278350515463918
P0413,Smart Watch 413,Watches,software,9,9.89010989010989
P0169,Analog Watch 169,Watches,software,9,10.465116279069768
P0469,Smart Ring 469,Wearables,comfort,9,9.375
P0016,Air Purifier 16,Home Appliances,delivery,9,9.89010989010989
P0259,Smart Fan 259,Home Appliances,delivery,9,10.0
P0383,Smart Ring 383,Wearables,delivery,9,8.91089108910891
P0128,Smart Light 128,Home Appliances,comfort,9,8.49056603773585
P0190,Smart Light 190,Home Appliances,performance,9,9.375
P0148,Analog Watch 148,Watches,delivery,9,8.49056603773585
P0200,Bluetooth Speaker 200,Audio,delivery,9,7.758620689655173
P0129,Air Purifier 129,Home Appliances,software,9,9.89010989010989
P0477,Fitness Watch 477,Watches,delivery,9,9.090909090909092
P0244,Air Purifier 244,Home Appliances,performance,9,8.823529411764707
P0473,Analog Watch 473,Watches,performance,9,8.737864077669903
P0136,Tablet 136,Mobile,software,9,8.333333333333332
P0137,Analog Watch 137,Watches,price,9,9.090909090909092
P0138,Smart Fan 138,Home Appliances,performance,9,8.823529411764707
P0092,Fitness Band 92,Wearables,price,9,8.181818181818182
P0158,Smartphone 158,Mobile,comfort,9,9.67741935483871
P0479,Fitness Watch 479,Watches,price,9,7.6923076923076925
P0015,Smart Ring 15,Wearables,comfort,9,9.782608695652174
P0476,Wireless Earbuds 476,Audio,comfort,9,10.227272727272728
P0222,Air Purifier 222,Home Appliances,price,9,8.256880733944955
P0223,Smartphone 223,Mobile,comfort,9,9.574468085106384
P0332,Smart Watch 332,Watches,performance,9,9.090909090909092
P0332,Smart Watch 332,Watches,software,9,9.090909090909092
P0285,Smart Light 285,Home Appliances,software,9,8.91089108910891
P0286,Fitness Band 286,Wearables,price,9,8.823529411764707
P0045,Smart Ring 45,Wearables,delivery,9,8.035714285714286
P0236,Fitness Band 236,Wearables,comfort,9,10.588235294117647
P0131,Smartphone 131,Mobile,comfort,9,10.465116279069768
P0294,Smart Ring 294,Wearables,comfort,9,9.574468085106384
P0382,Smart Watch 382,Watches,comfort,9,10.344827586206897
P0382,Smart Watch 382,Watches,software,9,10.344827586206897
P0100,Bluetooth Speaker 100,Audio,comfort,9,9.375
P0100,Bluetooth Speaker 100,Audio,software,9,9.375
P0403,Smart Watch 403,Watches,comfort,9,9.67741935483871
P0404,Bluetooth Speaker 404,Audio,comfort,9,11.538461538461538
P0194,Air Purifier 194,Home Appliances,comfort,9,9.183673469387756
P0284,Wireless Earbuds 284,Audio,price,9,9.090909090909092
P0105,Fitness Watch 105,Watches,delivery,9,8.411214953271028
P0055,Smart Watch 55,Watches,comfort,9,8.411214953271028
P0386,Smart Fan 386,Home Appliances,delivery,9,12.162162162162163
P0387,Fitness Band 387,Wearables,comfort,9,8.823529411764707
P0246,Fitness Watch 246,Watches,delivery,9,9.473684210526317
P0477,Fitness Watch 477,Watches,software,9,9.090909090909092
P0118,Bluetooth Speaker 118,Audio,comfort,9,7.563025210084033
P0119,Wireless Earbuds 119,Audio,comfort,9,8.653846153846153
P0319,Smart Ring 319,Wearables,price,9,8.49056603773585
P0328,Smartphone 328,Mobile,delivery,9,7.894736842105263
P0317,Smart Light 317,Home Appliances,software,9,9.0
P0256,Smartphone 256,Mobile,price,9,8.823529411764707
P0389,Fitness Watch 389,Watches,comfort,9,9.278350515463918
P0145,Fitness Band 145,Wearables,software,9,7.6923076923076925
P0286,Fitness Band 286,Wearables,software,9,8.823529411764707
P0232,Smart Ring 232,Wearables,performance,9,11.842105263157894
P0053,Tablet 53,Mobile,comfort,9,8.653846153846153
P0010,Smart Light 10,Home Appliances,software,9,8.181818181818182
P0011,Smartphone 11,Mobile,delivery,9,10.344827586206897
P0165,Bluetooth Speaker 165,Audio,comfort,9,8.49056603773585
P0165,Bluetooth Speaker 165,Audio,software,9,8.49056603773585
P0167,Fitness Watch 167,Watches,price,9,10.0
P0325,Tablet 325,Mobile,delivery,9,10.465116279069768
P0083,Air Purifier 83,Home Appliances,software,9,7.6923076923076925
P0084,Fitness Band 84,Wearables,price,9,7.563025210084033
P0089,Fitness Band 89,Wearables,software,9,8.333333333333332
P0491,Tablet 491,Mobile,delivery,9,8.49056603773585
P0246,Fitness Watch 246,Watches,price,9,9.473684210526317
P0247,Bluetooth Speaker 247,Audio,software,9,11.538461538461538
P0249,Smart Light 249,Home Appliances,comfort,9,10.975609756097562
P0163,Smart Ring 163,Wearables,delivery,9,10.465116279069768
P0121,Fitness Band 121,Wearables,software,9,8.823529411764707
P0122,Smart Fan 122,Home Appliances,delivery,9,9.0
P0322,Smart Watch 322,Watches,price,9,8.49056603773585
P0099,Bluetooth Speaker 99,Audio,software,9,8.333333333333332
P0491,Tablet 491,Mobile,price,9,8.49056603773585
P0050,Analog Watch 50,Watches,software,9,9.574468085106384
P0395,Analog Watch 395,Watches,price,9,9.0
P0197,Fitness Band 197,Wearables,comfort,9,9.473684210526317
P0198,Smart Ring 198,Wearables,comfort,9,8.91089108910891
P0396,Fitness Watch 396,Watches,software,9,9.0
P0007,Tablet 7,Mobile,software,9,10.465116279069768
P0086,Analog Watch 86,Watches,delivery,8,7.920792079207921
P0500,Wireless Earbuds 500,Audio,performance,8,8.695652173913043
P0500,Wireless Earbuds 500,Audio,delivery,8,8.695652173913043
P0490,Smart Light 490,Home Appliances,delivery,8,8.695652173913043
P0489,Headphones 489,Audio,comfort,8,9.63855421686747
P0251,Fitness Band 251,Wearables,performance,8,9.195402298850574
P0251,Fitness Band 251,Wearables,delivery,8,9.195402298850574
P0122,Smart Fan 122,Home Appliances,price,8,8.0
P0288,Smart Ring 288,Wearables,comfort,8,7.920792079207921
P0394,Fitness Watch 394,Watches,delivery,8,8.333333333333332
P0393,Analog Watch 393,Watches,price,8,7.079646017699115
P0392,Wireless Earbuds 392,Audio,price,8,8.24742268041237
P0392,Wireless Earbuds 392,Audio,comfort,8,8.24742268041237
P0391,Smart Light 391,Home Appliances,price,8,7.766990291262135
P0159,Analog Watch 159,Watches,delivery,8,10.126582278481013
P0498,Tablet 498,Mobile,delivery,8,9.411764705882353
P0324,Air Purifier 324,Home Appliances,delivery,8,7.8431372549019605
P0221,Tablet 221,Mobile,comfort,8,8.695652173913043
P0163,Smart Ring 163,Wearables,software,8,9.30232558139535
P0163,Smart Ring 163,Wearables,comfort,8,9.30232558139535
P0197,Fitness Band 197,Wearables,price,8,8.421052631578947
P0394,Fitness Watch 394,Watches,software,8,8.333333333333332
P0049,Smart Fan 49,Home Appliances,software,8,7.6923076923076925
P0290,Fitness Band 290,Wearables,software,8,8.24742268041237
P0289,Smart Ring 289,Wearables,price,8,8.080808080808081
P0103,Fitness Band 103,Wearables,price,8,7.2727272727272725
P0161,Smartphone 161,Mobile,delivery,8,8.24742268041237
P0254,Tablet 254,Mobile,price,8,7.6923076923076925
P0253,Bluetooth Speaker 253,Audio,price,8,7.017543859649122
P0247,Bluetooth Speaker 247,Audio,delivery,8,10.256410256410255
P0246,Fitness Watch 246,Watches,software,8,8.421052631578947
P0008,Headphones 8,Audio,software,8,7.8431372549019605
P0008,Headphones 8,Audio,performance,8,7.8431372549019605
P0484,Bluetooth Speaker 484,Audio,software,8,8.24742268041237
P0234,Air Purifier 234,Home Appliances,delivery,8,8.421052631578947
P0233,Air Purifier 233,Home Appliances,software,8,8.333333333333332
P0287,Analog Watch 287,Watches,delivery,8,8.16326530612245
P0287,Analog Watch 287,Watches,comfort,8,8.16326530612245
P0194,Air Purifier 194,Home Appliances,software,8,8.16326530612245
P0390,Smart Light 390,Home Appliances,price,8,7.339449541284404
P0390,Smart Light 390,Home Appliances,delivery,8,7.339449541284404
P0198,Smart Ring 198,Wearables,price,8,7.920792079207921
P0089,Fitness Band 89,Wearables,delivery,8,7.4074074074074066
P0326,Smart Watch 326,Watches,price,8,7.8431372549019605
P0326,Smart Watch 326,Watches,comfort,8,7.8431372549019605
P0484,Bluetooth Speaker 484,Audio,comfort,8,8.24742268041237
P0482,Smartphone 482,Mobile,software,8,8.88888888888889
P0012,Fitness Band 12,Wearables,software,8,7.6923076923076925
P0011,Smartphone 11,Mobile,price,8,9.195402298850574
P0481,Bluetooth Speaker 481,Audio,delivery,8,7.017543859649122
P0480,Headphones 480,Audio,comfort,8,8.51063829787234
P0330,Smart Watch 330,Watches,price,8,7.079646017699115
P0048,Smart Watch 48,Watches,price,8,7.547169811320755
P0100,Bluetooth Speaker 100,Audio,price,8,8.333333333333332
P0119,Wireless Earbuds 119,Audio,software,8,7.6923076923076925
P0118,Bluetooth Speaker 118,Audio,delivery,8,6.722689075630252
P0478,Smart Fan 478,Home Appliances,price,8,9.63855421686747
P0082,Fitness Watch 82,Watches,price,8,8.333333333333332
P0135,Smart Watch 135,Watches,price,8,7.920792079207921
P0135,Smart Watch 135,Watches,delivery,8,7.920792079207921
P0475,Fitness Watch 475,Watches,price,8,9.090909090909092
P0157,Smartphone 157,Mobile,software,8,7.920792079207921
P0091,Tablet 91,Mobile,price,8,7.547169811320755
P0138,Smart Fan 138,Home Appliances,comfort,8,7.8431372549019605
P0218,Tablet 218,Mobile,comfort,8,7.920792079207921
P0080,Wireless Earbuds 80,Audio,delivery,8,8.080808080808081
P0168,Smart Ring 168,Wearables,delivery,8,8.333333333333332
P0013,Smart Ring 13,Wearables,software,8,7.547169811320755
P0472,Smartphone 472,Mobile,software,8,8.88888888888889
P0472,Smartphone 472,Mobile,price,8,8.88888888888889
P0472,Smartphone 472,Mobile,delivery,8,8.88888888888889
P0244,Air Purifier 244,Home Appliances,software,8,7.8431372549019605
P0244,Air Purifier 244,Home Appliances,price,8,7.8431372549019605
P0191,Headphones 191,Audio,delivery,8,7.339449541284404
P0404,Bluetooth Speaker 404,Audio,performance,8,10.256410256410255
P0403,Smart Watch 403,Watches,price,8,8.60215053763441
P0402,Wireless Earbuds 402,Audio,software,8,7.920792079207921
P0333,Smart Light 333,Home Appliances,delivery,8,7.017543859649122
P0316,Wireless Earbuds 316,Audio,price,8,6.956521739130435
P0315,Bluetooth Speaker 315,Audio,software,8,7.476635514018691
P0315,Bluetooth Speaker 315,Audio,delivery,8,7.476635514018691
P0388,Smart Fan 388,Home Appliances,comfort,8,8.24742268041237
P0387,Fitness Band 387,Wearables,price,8,7.8431372549019605
P0386,Smart Fan 386,Home Appliances,software,8,10.81081081081081
P0386,Smart Fan 386,Home Appliances,price,8,10.81081081081081
P0386,Smart Fan 386,Home Appliances,performance,8,10.81081081081081
P0056,Analog Watch 56,Watches,delivery,8,6.4
P0106,Bluetooth Speaker 106,Audio,delivery,8,7.017543859649122
P0284,Wireless Earbuds 284,Audio,software,8,8.080808080808081
P0257,Analog Watch 257,Watches,price,8,7.920792079207921
P0471,Bluetooth Speaker 471,Audio,delivery,8,8.421052631578947
P0470,Smart Light 470,Home Appliances,performance,8,7.6923076923076925
P0470,Smart Light 470,Home Appliances,delivery,8,7.6923076923076925
P0016,Air Purifier 16,Home Appliances,price,8,8.791208791208792
P0016,Air Purifier 16,Home Appliances,comfort,8,8.791208791208792
P0171,Smart Watch 171,Watches,comfort,8,10.256410256410255
P0468,Fitness Band 468,Wearables,software,8,7.2727272727272725
P0468,Fitness Band 468,Wearables,price,8,7.2727272727272725
P0467,Air Purifier 467,Home Appliances,software,8,10.666666666666668
P0464,Smart Light 464,Home Appliances,software,8,9.30232558139535
P0174,Tablet 174,Mobile,comfort,8,8.421052631578947
P0336,Tablet 336,Mobile,delivery,8,8.333333333333332
P0236,Fitness Band 236,Wearables,price,8,9.411764705882353
P0054,Wireless Earbuds 54,Audio,performance,8,8.24742268041237
P0382,Smart Watch 382,Watches,delivery,8,9.195402298850574
P0286,Fitness Band 286,Wearables,delivery,8,7.8431372549019605
P0226,Bluetooth Speaker 226,Audio,comfort,8,7.6190476190476195
P0342,Smartphone 342,Mobile,software,8,8.98876404494382
P0341,Smart Watch 341,Watches,software,8,6.504065040650407
P0078,Smart Ring 78,Wearables,price,8,8.0
P0077,Fitness Watch 77,Watches,delivery,8,8.421052631578947
P0261,Analog Watch 261,Watches,delivery,8,7.6190476190476195
P0124,Smart Ring 124,Wearables,price,8,7.8431372549019605
P0021,Wireless Earbuds 21,Audio,delivery,8,8.51063829787234
P0311,Smart Light 311,Home Appliances,delivery,8,8.88888888888889
P0130,Fitness Band 130,Wearables,software,8,9.75609756097561
P0130,Fitness Band 130,Wearables,delivery,8,9.75609756097561
P0231,Smartphone 231,Mobile,software,8,9.876543209876543
P0143,Headphones 143,Audio,delivery,8,9.411764705882353
P0149,Fitness Watch 149,Watches,comfort,8,7.6190476190476195
P0148,Analog Watch 148,Watches,price,8,7.547169811320755
P0190,Smart Light 190,Home Appliances,price,8,8.333333333333332
P0408,Smartphone 408,Mobile,delivery,8,7.079646017699115
P0128,Smart Light 128,Home Appliances,software,8,7.547169811320755
P0074,Smart Watch 74,Watches,software,8,7.207207207207207
P0213,Wireless Earbuds 213,Audio,delivery,8,7.476635514018691
P0459,Smart Watch 459,Watches,delivery,8,6.6115702479338845
P0306,Fitness Band 306,Wearables,delivery,8,7.6190476190476195
P0346,Smart Ring 346,Wearables,comfort,8,8.51063829787234
P0458,Headphones 458,Audio,comfort,8,9.195402298850574
P0024,Fitness Band 24,Wearables,delivery,8,8.0
P0264,Tablet 264,Mobile,delivery,8,10.526315789473683
P0056,Analog Watch 56,Watches,price,8,6.4
P0378,Tablet 378,Mobile,price,8,7.920792079207921
P0411,Smart Fan 411,Home Appliances,delivery,8,8.080808080808081
P0043,Tablet 43,Mobile,delivery,8,7.4074074074074066
P0410,Analog Watch 410,Watches,performance,8,8.98876404494382
P0074,Smart Watch 74,Watches,price,8,7.207207207207207
P0072,Smart Light 72,Home Appliances,software,8,7.920792079207921
P0309,Fitness Band 309,Wearables,delivery,8,7.2727272727272725
P0308,Smart Watch 308,Watches,software,8,7.207207207207207
P0117,Smartphone 117,Mobile,comfort,8,7.547169811320755
P0022,Analog Watch 22,Watches,price,8,7.4074074074074066
P0456,Bluetooth Speaker 456,Audio,comfort,8,8.98876404494382
P0455,Fitness Band 455,Wearables,price,8,8.51063829787234
P0453,Smartphone 453,Mobile,comfort,8,6.896551724137931
P0452,Bluetooth Speaker 452,Audio,software,8,8.695652173913043
P0415,Fitness Band 415,Wearables,delivery,8,8.24742268041237
P0281,Smart Ring 281,Wearables,comfort,8,8.51063829787234
P0108,Wireless Earbuds 108,Audio,comfort,8,7.920792079207921
P0380,Fitness Band 380,Wearables,price,8,7.766990291262135
P0380,Fitness Band 380,Wearables,delivery,8,7.766990291262135
P0350,Analog Watch 350,Watches,comfort,8,6.837606837606838
P0349,Smart Fan 349,Home Appliances,software,8,9.090909090909092
P0139,Analog Watch 139,Watches,software,8,6.504065040650407
P0349,Smart Fan 349,Home Appliances,delivery,8,9.090909090909092
P0452,Bluetooth Speaker 452,Audio,price,8,8.695652173913043
P0177,Wireless Earbuds 177,Audio,software,8,8.24742268041237
P0025,Smart Watch 25,Watches,software,8,7.6923076923076925
P0351,Tablet 351,Mobile,delivery,8,8.51063829787234
P0071,Smart Watch 71,Watches,delivery,8,9.195402298850574
P0071,Smart Watch 71,Watches,comfort,8,9.195402298850574
P0450,Fitness Band 450,Wearables,software,8,9.090909090909092
P0377,Smart Ring 377,Wearables,comfort,8,10.126582278481013
P0376,Smart Fan 376,Home Appliances,software,8,9.090909090909092
P0202,Fitness Watch 202,Watches,performance,8,8.080808080808081
P0144,Smart Fan 144,Home Appliances,price,8,7.4074074074074066
P0376,Smart Fan 376,Home Appliances,delivery,8,9.090909090909092
P0417,Smart Light 417,Home Appliances,performance,8,8.16326530612245
P0417,Smart Light 417,Home Appliances,delivery,8,8.16326530612245
P0416,Smart Ring 416,Wearables,delivery,8,8.88888888888889
P0264,Tablet 264,Mobile,price,8,10.526315789473683
P0243,Bluetooth Speaker 243,Audio,software,8,9.195402298850574
P0243,Bluetooth Speaker 243,Audio,comfort,8,9.195402298850574
P0242,Smart Light 242,Home Appliances,price,8,7.547169811320755
P0127,Smartphone 127,Mobile,comfort,8,7.766990291262135
P0448,Smart Fan 448,Home Appliances,software,8,8.16326530612245
P0060,Smartphone 60,Mobile,performance,8,8.98876404494382
P0060,Smartphone 60,Mobile,comfort,8,8.98876404494382
P0115,Air Purifier 115,Home Appliances,delivery,8,7.142857142857142
P0354,Smartphone 354,Mobile,price,8,8.080808080808081
P0352,Smart Ring 352,Wearables,software,8,9.876543209876543
P0352,Smart Ring 352,Wearables,price,8,9.876543209876543
P0446,Tablet 446,Mobile,comfort,8,8.791208791208792
P0358,Bluetooth Speaker 358,Audio,software,8,8.791208791208792
P0357,Tablet 357,Mobile,software,8,10.666666666666668
P0356,Air Purifier 356,Home Appliances,delivery,8,7.6923076923076925
P0443,Wireless Earbuds 443,Audio,comfort,8,10.0
P0442,Smartphone 442,Mobile,delivery,8,8.080808080808081
P0030,Tablet 30,Mobile,software,8,8.60215053763441
P0182,Fitness Band 182,Wearables,comfort,8,8.24742268041237
P0180,Smart Light 180,Home Appliances,delivery,8,8.60215053763441
P0179,Fitness Band 179,Wearables,software,8,8.16326530612245
P0304,Bluetooth Speaker 304,Audio,price,8,8.24742268041237
P0303,Fitness Watch 303,Watches,price,8,8.16326530612245
P0150,Tablet 150,Mobile,delivery,8,7.8431372549019605
P0238,Air Purifier 238,Home Appliances,price,8,10.0
P0237,Tablet 237,Mobile,comfort,8,8.16326530612245
P0422,Tablet 422,Mobile,delivery,8,8.333333333333332
P0420,Smart Ring 420,Wearables,software,8,8.421052631578947
P0420,Smart Ring 420,Wearables,comfort,8,8.421052631578947
P0039,Bluetooth Speaker 39,Audio,software,8,7.766990291262135
P0039,Bluetooth Speaker 39,Audio,delivery,8,7.766990291262135
P0205,Tablet 205,Mobile,comfort,8,9.411764705882353
P0362,Bluetooth Speaker 362,Audio,software,8,9.411764705882353
P0362,Bluetooth Speaker 362,Audio,comfort,8,9.411764705882353
P0361,Air Purifier 361,Home Appliances,price,8,7.8431372549019605
P0360,Analog Watch 360,Watches,software,8,8.333333333333332
P0065,Smart Ring 65,Wearables,price,8,8.0
P0297,Smartphone 297,Mobile,performance,8,7.4074074074074066
P0296,Headphones 296,Audio,comfort,8,6.299212598425196
P0295,Smart Ring 295,Wearables,delivery,8,8.421052631578947
P0294,Smart Ring 294,Wearables,price,8,8.51063829787234
P0422,Tablet 422,Mobile,price,8,8.333333333333332
P0152,Wireless Earbuds 152,Audio,comfort,8,8.695652173913043
P0438,Fitness Band 438,Wearables,software,8,9.63855421686747
P0098,Analog Watch 98,Watches,price,8,8.51063829787234
P0363,Tablet 363,Mobile,software,8,7.8431372549019605
P0272,Tablet 272,Mobile,software,8,7.207207207207207
P0125,Air Purifier 125,Home Appliances,comfort,8,6.666666666666667
P0434,Analog Watch 434,Watches,software,8,7.6923076923076925
P0433,Smart Fan 433,Home Appliances,delivery,8,8.421052631578947
P0432,Air Purifier 432,Home Appliances,comfort,8,8.51063829787234
P0365,Smart Ring 365,Wearables,delivery,8,7.766990291262135
P0365,Smart Ring 365,Wearables,comfort,8,7.766990291262135
P0035,Smartphone 35,Mobile,price,8,7.079646017699115
P0185,Smart Ring 185,Wearables,delivery,8,7.142857142857142
P0184,Smart Ring 184,Wearables,comfort,8,7.017543859649122
P0109,Smart Fan 109,Home Appliances,comfort,8,9.090909090909092
P0275,Tablet 275,Mobile,delivery,8,6.837606837606838
P0275,Tablet 275,Mobile,comfort,8,6.837606837606838
P0037,Analog Watch 37,Watches,price,8,7.2727272727272725
P0276,Fitness Watch 276,Watches,comfort,8,7.547169811320755
P0274,Smart Watch 274,Watches,delivery,8,7.920792079207921
P0273,Smart Ring 273,Wearables,price,8,7.079646017699115
P0113,Smart Watch 113,Watches,delivery,8,8.24742268041237
P0034,Bluetooth Speaker 34,Audio,price,8,9.75609756097561
P0429,Smart Ring 429,Wearables,software,8,8.333333333333332
P0429,Smart Ring 429,Wearables,comfort,8,8.333333333333332
P0428,Wireless Earbuds 428,Audio,software,8,8.88888888888889
P0230,Smart Watch 230,Watches,software,8,7.207207207207207
P0228,Fitness Watch 228,Watches,software,8,8.16326530612245
P0062,Tablet 62,Mobile,software,8,8.695652173913043
P0371,Wireless Earbuds 371,Audio,price,8,8.421052631578947
P0371,Wireless Earbuds 371,Audio,delivery,8,8.421052631578947
P0204,Wireless Earbuds 204,Audio,price,8,9.195402298850574
P0300,Smart Watch 300,Watches,comfort,8,8.24742268041237
P0299,Smart Ring 299,Wearables,software,8,8.88888888888889
P0428,Wireless Earbuds 428,Audio,delivery,8,8.88888888888889
P0493,Air Purifier 493,Home Appliances,delivery,8,8.88888888888889
P0492,Smart Ring 492,Wearables,comfort,8,7.920792079207921
P0008,Headphones 8,Audio,comfort,8,7.8431372549019605
P0007,Tablet 7,Mobile,price,8,9.30232558139535
P0249,Smart Light 249,Home Appliances,software,8,9.75609756097561
P0249,Smart Light 249,Home Appliances,delivery,8,9.75609756097561
P0004,Headphones 4,Audio,delivery,8,10.81081081081081
P0004,Headphones 4,Audio,comfort,8,10.81081081081081
P0005,Air Purifier 5,Home Appliances,price,8,7.207207207207207
P0490,Smart Light 490,Home Appliances,performance,7,7.608695652173914
P0001,Smart Watch 1,Watches,price,7,7.6923076923076925
P0251,Fitness Band 251,Wearables,software,7,8.045977011494253
P0003,Smart Light 3,Home Appliances,performance,7,6.9306930693069315
P0003,Smart Light 3,Home Appliances,price,7,6.9306930693069315
P0497,Smart Ring 497,Wearables,software,7,7.07070707070707
P0323,Smart Watch 323,Watches,comfort,7,7.216494845360824
P0121,Fitness Band 121,Wearables,delivery,7,6.862745098039216
P0051,Air Purifier 51,Home Appliances,comfort,7,6.60377358490566
P0050,Analog Watch 50,Watches,delivery,7,7.446808510638298
P0034,Bluetooth Speaker 34,Audio,delivery,7,8.536585365853659
P0034,Bluetooth Speaker 34,Audio,comfort,7,8.536585365853659
P0231,Smartphone 231,Mobile,comfort,7,8.641975308641975
P0428,Wireless Earbuds 428,Audio,performance,7,7.777777777777778
P0009,Wireless Earbuds 9,Audio,comfort,7,5.785123966942149
P0090,Smartphone 90,Mobile,comfort,7,6.481481481481481
P0233,Air Purifier 233,Home Appliances,comfort,7,7.291666666666667
P0398,Wireless Earbuds 398,Audio,delivery,7,7.07070707070707
P0326,Smart Watch 326,Watches,software,7,6.862745098039216
P0084,Fitness Band 84,Wearables,delivery,7,5.88235294117647
P0483,Smartphone 483,Mobile,price,7,6.363636363636363
P0482,Smartphone 482,Mobile,comfort,7,7.777777777777778
P0167,Fitness Watch 167,Watches,delivery,7,7.777777777777778
P0166,Smart Ring 166,Wearables,price,7,7.6923076923076925
P0164,Smart Fan 164,Home Appliances,price,7,6.862745098039216
P0164,Smart Fan 164,Home Appliances,delivery,7,6.862745098039216
P0183,Wireless Earbuds 183,Audio,price,7,6.796116504854369
P0276,Fitness Watch 276,Watches,price,7,6.60377358490566
P0111,Smartphone 111,Mobile,comfort,7,6.140350877192982
P0109,Smart Fan 109,Home Appliances,software,7,7.954545454545454
P0109,Smart Fan 109,Home Appliances,price,7,7.954545454545454
P0425,Fitness Watch 425,Watches,price,7,9.333333333333334
P0425,Fitness Watch 425,Watches,comfort,7,9.333333333333334
P0274,Smart Watch 274,Watches,price,7,6.9306930693069315
P0255,Bluetooth Speaker 255,Audio,software,7,7.608695652173914
P0048,Smart Watch 48,Watches,comfort,7,6.60377358490566
P0293,Smart Fan 293,Home Appliances,comfort,7,6.730769230769231
P0147,Fitness Band 147,Wearables,price,7,6.730769230769231
P0401,Headphones 401,Audio,delivery,7,7.368421052631578
P0433,Smart Fan 433,Home Appliances,price,7,7.368421052631578
P0366,Air Purifier 366,Home Appliances,comfort,7,7.6923076923076925
P0064,Fitness Band 64,Wearables,price,7,7.142857142857142
P0302,Bluetooth Speaker 302,Audio,comfort,7,6.9306930693069315
P0301,Bluetooth Speaker 301,Audio,software,7,6.666666666666667
P0234,Air Purifier 234,Home Appliances,software,7,7.368421052631578
P0234,Air Purifier 234,Home Appliances,price,7,7.368421052631578
P0329,Wireless Earbuds 329,Audio,price,7,7.368421052631578
P0327,Smart Fan 327,Home Appliances,comfort,7,7.216494845360824
P0320,Smart Ring 320,Wearables,software,7,6.25
P0478,Smart Fan 478,Home Appliances,software,7,8.433734939759036
P0478,Smart Fan 478,Home Appliances,delivery,7,8.433734939759036
P0476,Wireless Earbuds 476,Audio,price,7,7.954545454545454
P0476,Wireless Earbuds 476,Audio,performance,7,7.954545454545454
P0475,Fitness Watch 475,Watches,software,7,7.954545454545454
P0159,Analog Watch 159,Watches,comfort,7,8.860759493670885
